Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Dividend Opportunities 50,01-01-2016,1914.45,1921.9,1908.1,1918.7,4,.21,46471659,906.74,16.5,2.48,2.89
Nifty Dividend Opportunities 50,04-01-2016,1911.55,1921.75,1892.25,1894.9,-23.8,-1.24,75546783,1791.38,16.3,2.45,2.93
Nifty Dividend Opportunities 50,05-01-2016,1902.9,1904.2,1887.85,1894.3,-.6,-.03,111549358,2207.95,16.29,2.45,2.93
Nifty Dividend Opportunities 50,06-01-2016,1896.3,1900.35,1879.85,1884.85,-9.45,-.5,94627300,2752.16,16.21,2.44,2.94
Nifty Dividend Opportunities 50,07-01-2016,1870,1870.55,1832.1,1834.95,-49.9,-2.65,101958560,2542.78,15.78,2.37,3.02
Nifty Dividend Opportunities 50,08-01-2016,1843.7,1854.15,1840.3,1845.4,10.45,.57,71339284,1960.09,15.87,2.38,3
Nifty Dividend Opportunities 50,11-01-2016,1828.75,1838.9,1817.15,1831.1,-14.3,-.77,87259195,2179.7,15.73,2.36,3.03
Nifty Dividend Opportunities 50,12-01-2016,1830.05,1833.05,1812.95,1818.45,-12.65,-.69,81661074,2176.52,15.62,2.34,3.05
Nifty Dividend Opportunities 50,13-01-2016,1828.05,1832.15,1787.9,1815.4,-3.05,-.17,112474371,2641.49,15.6,2.34,3.06
Nifty Dividend Opportunities 50,14-01-2016,1795.7,1816.95,1783.3,1807.4,-8,-.44,92260266,2227.72,15.53,2.33,3.07
Nifty Dividend Opportunities 50,15-01-2016,1812.2,1812.3,1768.85,1771.95,-35.45,-1.96,101795938,2586.53,15.22,2.28,3.13
Nifty Dividend Opportunities 50,18-01-2016,1767.45,1774.8,1742.05,1745.5,-26.45,-1.49,121579819,2521.16,14.98,2.25,3.18
Nifty Dividend Opportunities 50,19-01-2016,1749.7,1761.65,1742.2,1753.45,7.95,.46,89554983,1753.9,15.09,2.26,3.16
Nifty Dividend Opportunities 50,20-01-2016,1737.75,1737.75,1704.5,1720.7,-32.75,-1.87,114697331,2319.18,14.81,2.22,3.22
Nifty Dividend Opportunities 50,21-01-2016,1733.8,1737.75,1703.35,1706.2,-14.5,-.84,121996569,2672.77,14.68,2.2,3.25
Nifty Dividend Opportunities 50,22-01-2016,1722.8,1744.9,1712.8,1742.15,35.95,2.11,116631224,2554.8,14.99,2.25,3.18
Nifty Dividend Opportunities 50,25-01-2016,1750.2,1755.1,1741.4,1747.15,5,.29,85160018,1922.27,15.03,2.25,3.18
Nifty Dividend Opportunities 50,27-01-2016,1750.75,1758.6,1740,1752.2,5.05,.29,108470229,2514.82,15.07,2.26,3.17
Nifty Dividend Opportunities 50,28-01-2016,1749.65,1768.4,1748.65,1757,4.8,.27,167868621,3790.21,15.13,2.27,3.16
Nifty Dividend Opportunities 50,29-01-2016,1763.8,1791.25,1762.7,1789.8,32.8,1.87,133755159,3055.35,15.42,2.31,3.1
Nifty Dividend Opportunities 50,01-02-2016,1793.5,1793.5,1778,1790,.2,.01,82760738,1869.68,15.46,2.31,3.1
Nifty Dividend Opportunities 50,02-02-2016,1789.75,1791.95,1759.1,1764.1,-25.9,-1.45,118725420,2227.28,15.23,2.27,3.15
Nifty Dividend Opportunities 50,03-02-2016,1747.6,1762.2,1742.65,1746.2,-17.9,-1.01,105407000,2088.14,15.08,2.25,3.18
Nifty Dividend Opportunities 50,04-02-2016,1760.2,1764.2,1742.75,1754.55,8.35,.48,106172934,2471.21,15.15,2.26,3.16
Nifty Dividend Opportunities 50,05-02-2016,1756,1784.95,1756,1781.1,26.55,1.51,89582769,2116.7,15.38,2.3,3.12
Nifty Dividend Opportunities 50,08-02-2016,1782.85,1787.75,1756.7,1760.15,-20.95,-1.18,91023617,1709.13,15.25,2.27,3.15
Nifty Dividend Opportunities 50,09-02-2016,1743.1,1749.65,1732.65,1736.2,-23.95,-1.36,126768361,2522.2,15.04,2.24,3.2
Nifty Dividend Opportunities 50,10-02-2016,1727.75,1731.25,1706.6,1715.45,-20.75,-1.2,141415198,2319.1,14.42,2.21,3.23
Nifty Dividend Opportunities 50,11-02-2016,1715.4,1715.4,1657.9,1664.85,-50.6,-2.95,168386887,2853.14,14.08,2.15,3.33
Nifty Dividend Opportunities 50,12-02-2016,1668.95,1668.95,1631.9,1658.05,-6.8,-.41,160028073,2957.16,14.02,2.14,3.35
Nifty Dividend Opportunities 50,15-02-2016,1684.05,1713.5,1684.05,1708.2,50.15,3.02,178885906,3250.76,14.88,2.2,3.25
Nifty Dividend Opportunities 50,16-02-2016,1717.4,1718.15,1672.2,1676.95,-31.25,-1.83,135082001,2491.83,14.61,2.16,3.31
Nifty Dividend Opportunities 50,17-02-2016,1676.6,1688.2,1649.3,1684.95,8,.48,157675371,2709.9,14.68,2.17,3.29
Nifty Dividend Opportunities 50,18-02-2016,1699.1,1714.8,1695.7,1711.45,26.5,1.57,127161139,2455.01,14.91,2.21,3.24
Nifty Dividend Opportunities 50,19-02-2016,1707.95,1713.8,1697.7,1711.8,.35,.02,111916516,2164.99,14.9,2.21,3.24
Nifty Dividend Opportunities 50,22-02-2016,1715.55,1721.35,1705.3,1717.4,5.6,.33,85323899,1915.73,14.95,2.21,3.23
Nifty Dividend Opportunities 50,23-02-2016,1714.35,1714.35,1675.6,1679.25,-38.15,-2.22,96866523,1969.66,14.62,2.16,3.3
Nifty Dividend Opportunities 50,24-02-2016,1673.35,1674.55,1652.9,1656.45,-22.8,-1.36,127146300,2426.06,14.4,2.13,3.35
Nifty Dividend Opportunities 50,25-02-2016,1659.05,1662.35,1649.55,1655.45,-1,-.06,168255455,3411.86,14.39,2.13,3.36
Nifty Dividend Opportunities 50,26-02-2016,1670.45,1674.35,1651.5,1664.85,9.4,.57,116851982,2440.05,14.47,2.12,3.33
Nifty Dividend Opportunities 50,29-02-2016,1670.35,1671.65,1625.6,1642.65,-22.2,-1.33,245860223,5784.11,14.28,2.09,3.38
Nifty Dividend Opportunities 50,01-03-2016,1653.45,1703.6,1653.2,1700.75,58.1,3.54,154073467,3965.06,14.78,2.17,3.26
Nifty Dividend Opportunities 50,02-03-2016,1720.7,1735.75,1720.7,1725.3,24.55,1.44,181513027,3931.07,15,2.2,3.22
