Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Alpha 50,01-01-2016,-,-,-,9568.62,66.06,.7,53939664,1221.05,45.69,5.87,.8
Nifty Alpha 50,04-01-2016,-,-,-,9477.8,-90.82,-.95,100560971,1967.94,45.25,5.81,.81
Nifty Alpha 50,05-01-2016,-,-,-,9511.32,33.52,.35,81273822,1989.95,45.41,5.83,.8
Nifty Alpha 50,06-01-2016,-,-,-,9494.62,-16.7,-.18,72832494,2285.02,45.33,5.82,.81
Nifty Alpha 50,07-01-2016,-,-,-,9267.82,-226.8,-2.39,77475737,2099.02,44.25,5.68,.83
Nifty Alpha 50,08-01-2016,-,-,-,9329.22,61.4,.66,71311481,1963.67,44.49,5.72,.82
Nifty Alpha 50,11-01-2016,-,-,-,9269.19,-60.03,-.64,68503113,1618.45,44.3,5.7,.81
Nifty Alpha 50,12-01-2016,-,-,-,9254.94,-14.25,-.15,64944695,1925.72,44.23,5.69,.81
Nifty Alpha 50,13-01-2016,-,-,-,9111.93,-143.01,-1.55,108589865,2442.71,43.55,5.6,.83
Nifty Alpha 50,14-01-2016,-,-,-,8994.47,-117.46,-1.29,75808974,2000.04,43.15,5.53,.84
Nifty Alpha 50,15-01-2016,-,-,-,8677.91,-316.56,-3.52,93092503,2510.45,41.63,5.33,.87
Nifty Alpha 50,18-01-2016,-,-,-,8258.95,-418.96,-4.83,120664391,2606.66,75.77,4.97,.76
Nifty Alpha 50,19-01-2016,-,-,-,8436.47,177.52,2.15,88078464,2178.99,85.74,5.08,.75
Nifty Alpha 50,20-01-2016,-,-,-,8283.8,-152.67,-1.81,105042749,2303.98,84.19,4.99,.76
Nifty Alpha 50,21-01-2016,-,-,-,8334.13,50.33,.61,94677709,2258.72,83.81,5.02,.75
Nifty Alpha 50,22-01-2016,-,-,-,8505.13,171,2.05,71304487,1911.95,85.53,5.12,.74
Nifty Alpha 50,25-01-2016,-,-,-,8566.78,61.65,.72,70567023,1712.14,85.15,5.16,.73
Nifty Alpha 50,27-01-2016,-,-,-,8634.33,67.55,.79,87250112,2140.8,85.7,5.2,.73
Nifty Alpha 50,28-01-2016,-,-,-,8696.06,61.73,.71,85927542,2943.42,85.28,5.24,.72
